,Unnamed: 0,0
130,130,"6131 Thornhill Dr, Oakland, CA 94611, USA"
131,131,"2090 Manzanita Dr, Oakland, CA 94611, USA"
132,132,"6519 Oakwood Dr, Oakland, CA 94611, USA"
133,133,"1816 Magellan Dr, Oakland, CA 94611, USA"
134,134,"6228 Elderberry Dr, Oakland, CA 94611, USA"
135,135,"5906 Balboa Dr, Oakland, CA 94611, USA"
136,136,"6228 Elderberry Dr, Oakland, CA 94611, USA"
137,137,"3082 Holyrood Dr, Oakland, CA 94611, USA"
138,138,"Marjorie Saunders Park, 2588 Scout Rd, Oakland, CA 94611, USA"
139,139,"Marjorie Saunders Park, 2588 Scout Rd, Oakland, CA 94611, USA"
140,140,"RR6C+22 Oakland, CA, USA"
141,141,"282 Somerset Dr, Oakland, CA 94611, USA"
142,142,"4700 Lincoln Ave, Oakland, CA 94602, USA"
143,143,"3569 Laguna Ave, Oakland, CA 94602, USA"
144,144,"3569 Laguna Ave, Oakland, CA 94602, USA"
145,145,"4162 Lyman Rd, Oakland, CA 94602, USA"
146,146,"1135 Glendora Ave, Oakland, CA 94602, USA"
147,147,"3458 Morrison Ave, Oakland, CA 94602, USA"
148,148,"3458 Morrison Ave, Oakland, CA 94602, USA"
149,149,"3458 Morrison Ave, Oakland, CA 94602, USA"
150,150,"1135 Glendora Ave, Oakland, CA 94602, USA"
151,151,"1135 Glendora Ave, Oakland, CA 94602, USA"
152,152,"1444 E 32nd St, Oakland, CA 94602, USA"
153,153,"1021 Longridge Rd, Oakland, CA 94610, USA"
154,154,"1135 Glendora Ave, Oakland, CA 94602, USA"
155,155,"1021 Longridge Rd, Oakland, CA 94610, USA"
156,156,"690 Longridge Rd, Oakland, CA 94610, USA"
157,157,"690 Longridge Rd, Oakland, CA 94610, USA"
158,158,"1021 Longridge Rd, Oakland, CA 94610, USA"
159,159,"690 Longridge Rd, Oakland, CA 94610, USA"
160,160,"2508 9th Ave, Oakland, CA 94606, USA"
161,161,"1901 Park Blvd, Oakland, CA 94606, USA"
162,162,"690 Longridge Rd, Oakland, CA 94610, USA"
163,163,"431 Lagunitas Ave, Oakland, CA 94610, USA"
164,164,"1901 Park Blvd, Oakland, CA 94606, USA"
165,165,"1901 Park Blvd, Oakland, CA 94606, USA"
166,166,"1901 Park Blvd, Oakland, CA 94606, USA"
167,167,"1901 Park Blvd, Oakland, CA 94606, USA"
168,168,"1701 E 19th St, Oakland, CA 94606, USA"
169,169,"1126 E 11th St, Oakland, CA 94606, USA"
170,170,"1126 E 11th St, Oakland, CA 94606, USA"
171,171,"1126 E 11th St, Oakland, CA 94606, USA"
172,172,"1901 Park Blvd, Oakland, CA 94606, USA"
173,173,"1901 Park Blvd, Oakland, CA 94606, USA"
174,174,"2508 9th Ave, Oakland, CA 94606, USA"
175,175,"2508 9th Ave, Oakland, CA 94606, USA"
176,176,"2508 9th Ave, Oakland, CA 94606, USA"
177,177,"2508 9th Ave, Oakland, CA 94606, USA"
178,178,"1444 E 32nd St, Oakland, CA 94602, USA"
179,179,"2508 9th Ave, Oakland, CA 94606, USA"
180,180,"2508 9th Ave, Oakland, CA 94606, USA"
181,181,"1444 E 32nd St, Oakland, CA 94602, USA"
182,182,"1444 E 32nd St, Oakland, CA 94602, USA"
183,183,"1444 E 32nd St, Oakland, CA 94602, USA"
184,184,"1444 E 32nd St, Oakland, CA 94602, USA"
185,185,"2309 E 23rd St, Oakland, CA 94601, USA"
186,186,"2309 E 23rd St, Oakland, CA 94601, USA"
187,187,"2309 E 23rd St, Oakland, CA 94601, USA"
188,188,"1701 E 19th St, Oakland, CA 94606, USA"
189,189,"1701 E 19th St, Oakland, CA 94606, USA"
190,190,"1701 E 19th St, Oakland, CA 94606, USA"
191,191,"1701 E 19th St, Oakland, CA 94606, USA"
192,192,"1126 E 11th St, Oakland, CA 94606, USA"
193,193,"1126 E 11th St, Oakland, CA 94606, USA"
194,194,"1126 E 11th St, Oakland, CA 94606, USA"
195,195,"Lake Merritt Amphitheater, Between 12th Street and 1st Ave., Lake Merritt Blvd, Oakland, CA 94612, USA"
196,196,"850 42nd Ave #2z, Oakland, CA 94601, USA"
197,197,"850 42nd Ave #2z, Oakland, CA 94601, USA"
198,198,"400 Lancaster St, Oakland, CA 94601, USA"
199,199,"28th Avenue, Oakland, CA 94601, USA"
200,200,"28th Avenue, Oakland, CA 94601, USA"
201,201,"1664 35th Ave, Oakland, CA 94601, USA"
202,202,"28th Avenue, Oakland, CA 94601, USA"
203,203,"28th Avenue, Oakland, CA 94601, USA"
204,204,"28th Avenue, Oakland, CA 94601, USA"
205,205,"2309 E 23rd St, Oakland, CA 94601, USA"
206,206,"2309 E 23rd St, Oakland, CA 94601, USA"
207,207,"2662 Fruitvale Ave, Oakland, CA 94601, USA"
208,208,"2309 E 23rd St, Oakland, CA 94601, USA"
209,209,"2309 E 23rd St, Oakland, CA 94601, USA"
210,210,"2662 Fruitvale Ave, Oakland, CA 94601, USA"
211,211,"2662 Fruitvale Ave, Oakland, CA 94601, USA"
212,212,"2634 Humboldt Ave, Oakland, CA 94602, USA"
213,213,"2662 Fruitvale Ave, Oakland, CA 94601, USA"
214,214,"2662 Fruitvale Ave, Oakland, CA 94601, USA"
215,215,"2662 Fruitvale Ave, Oakland, CA 94601, USA"
216,216,"3437 38th Ave, Oakland, CA 94619, USA"
217,217,"2634 Humboldt Ave, Oakland, CA 94602, USA"
218,218,"2634 Humboldt Ave, Oakland, CA 94602, USA"
219,219,"2634 Humboldt Ave, Oakland, CA 94602, USA"
220,220,"3569 Laguna Ave, Oakland, CA 94602, USA"
221,221,"3569 Laguna Ave, Oakland, CA 94602, USA"
222,222,"3115 Sylvan Ave, Oakland, CA 94602, USA"
223,223,"3115 Sylvan Ave, Oakland, CA 94602, USA"
224,224,"3569 Laguna Ave, Oakland, CA 94602, USA"
225,225,"3115 Sylvan Ave, Oakland, CA 94602, USA"
226,226,"3569 Laguna Ave, Oakland, CA 94602, USA"
227,227,"3548 Monterey Blvd, Oakland, CA 94619, USA"
228,228,"3548 Monterey Blvd, Oakland, CA 94619, USA"
229,229,"3859 High St, Oakland, CA 94619, USA"
230,230,"3437 38th Ave, Oakland, CA 94619, USA"
231,231,"3115 Sylvan Ave, Oakland, CA 94602, USA"
232,232,"3548 Monterey Blvd, Oakland, CA 94619, USA"
233,233,"3859 High St, Oakland, CA 94619, USA"
234,234,"3859 High St, Oakland, CA 94619, USA"
235,235,"3437 38th Ave, Oakland, CA 94619, USA"
236,236,"3437 38th Ave, Oakland, CA 94619, USA"
237,237,"3437 38th Ave, Oakland, CA 94619, USA"
238,238,"2634 Humboldt Ave, Oakland, CA 94602, USA"
239,239,"3437 38th Ave, Oakland, CA 94619, USA"
240,240,"2178 Rosedale Ave, Oakland, CA 94601, USA"
241,241,"2178 Rosedale Ave, Oakland, CA 94601, USA"
242,242,"2178 Rosedale Ave, Oakland, CA 94601, USA"
243,243,"2178 Rosedale Ave, Oakland, CA 94601, USA"
244,244,"1664 35th Ave, Oakland, CA 94601, USA"
245,245,"2178 Rosedale Ave, Oakland, CA 94601, USA"
246,246,"2178 Rosedale Ave, Oakland, CA 94601, USA"
247,247,"850 42nd Ave #2z, Oakland, CA 94601, USA"
248,248,"1664 35th Ave, Oakland, CA 94601, USA"
249,249,"1664 35th Ave, Oakland, CA 94601, USA"
250,250,"1664 35th Ave, Oakland, CA 94601, USA"
251,251,"5901 Coliseum Wy, Oakland, CA 94621, USA"
252,252,"4801 E 14th St, Oakland, CA 94601, USA"
253,253,"4801 E 14th St, Oakland, CA 94601, USA"
254,254,"1817 55th Ave, Oakland, CA 94621, USA"
255,255,"4801 E 14th St, Oakland, CA 94601, USA"
256,256,"4801 E 14th St, Oakland, CA 94601, USA"
257,257,"2521 61st Ave, Oakland, CA 94605, USA"
258,258,"1817 55th Ave, Oakland, CA 94621, USA"
259,259,"1817 55th Ave, Oakland, CA 94621, USA"
260,260,"4742 Walnut St, Oakland, CA 94619, USA"
261,261,"4742 Walnut St, Oakland, CA 94619, USA"
262,262,"4742 Walnut St, Oakland, CA 94619, USA"
263,263,"1817 55th Ave, Oakland, CA 94621, USA"
264,264,"2178 Rosedale Ave, Oakland, CA 94601, USA"
265,265,"3216 Madera Ave, Oakland, CA 94619, USA"
266,266,"2521 61st Ave, Oakland, CA 94605, USA"
267,267,"2521 61st Ave, Oakland, CA 94605, USA"
268,268,"3216 Madera Ave, Oakland, CA 94619, USA"
269,269,"3216 Madera Ave, Oakland, CA 94619, USA"
270,270,"Moore Natural Sciences Building, 5000 MacArthur Blvd, Oakland, CA 94613, USA"
271,271,"3216 Madera Ave, Oakland, CA 94619, USA"
272,272,"3216 Madera Ave, Oakland, CA 94619, USA"
273,273,"4742 Walnut St, Oakland, CA 94619, USA"
274,274,"4281 Knoll Ave, Oakland, CA 94619, USA"
275,275,"4281 Knoll Ave, Oakland, CA 94619, USA"
276,276,"4281 Knoll Ave, Oakland, CA 94619, USA"
277,277,"3859 High St, Oakland, CA 94619, USA"
278,278,"3859 High St, Oakland, CA 94619, USA"
279,279,"RR6C+22 Oakland, CA, USA"
280,280,"411 Creighton Way, Oakland, CA 94619, USA"
281,281,"411 Creighton Way, Oakland, CA 94619, USA"
282,282,"21 Graeagle St, Oakland, CA 94605, USA"
283,283,"5600 Denton Pl, Oakland, CA 94619, USA"
284,284,"QRJJ+22 Oakland, CA, USA"
285,285,"7318 Ney Ave, Oakland, CA 94605, USA"
286,286,"Moore Natural Sciences Building, 5000 MacArthur Blvd, Oakland, CA 94613, USA"
287,287,"Moore Natural Sciences Building, 5000 MacArthur Blvd, Oakland, CA 94613, USA"
288,288,"QRJJ+22 Oakland, CA, USA"
289,289,"QRJJ+22 Oakland, CA, USA"
290,290,"7833 Greenly Dr, Oakland, CA 94605, USA"
291,291,"7833 Greenly Dr, Oakland, CA 94605, USA"
292,292,"7833 Greenly Dr, Oakland, CA 94605, USA"
293,293,"7833 Greenly Dr, Oakland, CA 94605, USA"
294,294,"7318 Ney Ave, Oakland, CA 94605, USA"
295,295,"7318 Ney Ave, Oakland, CA 94605, USA"
296,296,"2216 82nd Ave, Oakland, CA 94605, USA"
297,297,"2216 82nd Ave, Oakland, CA 94605, USA"
298,298,"1615 78th Ave, Oakland, CA 94621, USA"
299,299,"2216 82nd Ave, Oakland, CA 94605, USA"
300,300,"1615 78th Ave, Oakland, CA 94621, USA"
301,301,"1615 78th Ave, Oakland, CA 94621, USA"
302,302,"1615 78th Ave, Oakland, CA 94621, USA"
303,303,"6681 Foothill Blvd, Oakland, CA 94605, USA"
304,304,"6681 Foothill Blvd, Oakland, CA 94605, USA"
305,305,"1615 78th Ave, Oakland, CA 94621, USA"
306,306,"1228 70th Ave, Oakland, CA 94621, USA"
307,307,"6681 Foothill Blvd, Oakland, CA 94605, USA"
308,308,"6681 Foothill Blvd, Oakland, CA 94605, USA"
309,309,"6681 Foothill Blvd, Oakland, CA 94605, USA"
310,310,"1228 70th Ave, Oakland, CA 94621, USA"
311,311,"971 66th Ave, Oakland, CA 94621, USA"
312,312,"2521 61st Ave, Oakland, CA 94605, USA"
313,313,"2521 61st Ave, Oakland, CA 94605, USA"
314,314,"1228 70th Ave, Oakland, CA 94621, USA"
315,315,"1228 70th Ave, Oakland, CA 94621, USA"
316,316,"7000 Joe Morgan Wy, Oakland, CA 94621, USA"
317,317,"971 66th Ave, Oakland, CA 94621, USA"
318,318,"1228 70th Ave, Oakland, CA 94621, USA"
319,319,"810 81st Ave A, Oakland, CA 94621, USA"
320,320,"810 81st Ave A, Oakland, CA 94621, USA"
321,321,"1228 70th Ave, Oakland, CA 94621, USA"
322,322,"PRQ5+XX Oakland, CA, USA"
323,323,"98th Av & San Leandro St, Oakland, CA 94603, USA"
324,324,"9875 Koford Rd, Oakland, CA 94603, USA"
325,325,"PRQ5+XX Oakland, CA, USA"
326,326,"9875 Koford Rd, Oakland, CA 94603, USA"
327,327,"460 105th Ave, Oakland, CA 94603, USA"
328,328,"460 105th Ave, Oakland, CA 94603, USA"
329,329,"460 105th Ave, Oakland, CA 94603, USA"
330,330,"460 105th Ave, Oakland, CA 94603, USA"
331,331,"10206 Graffian St, Oakland, CA 94603, USA"
332,332,"10206 Graffian St, Oakland, CA 94603, USA"
333,333,"10206 Graffian St, Oakland, CA 94603, USA"
334,334,"718 Matoza Ln, San Leandro, CA 94577, USA"
335,335,"98th Av & San Leandro St, Oakland, CA 94603, USA"
336,336,"10206 Graffian St, Oakland, CA 94603, USA"
337,337,"10206 Graffian St, Oakland, CA 94603, USA"
338,338,"98th Av & San Leandro St, Oakland, CA 94603, USA"
339,339,"1152 87th Ave, Oakland, CA 94621, USA"
340,340,"1152 87th Ave, Oakland, CA 94621, USA"
341,341,"9222 Plymouth St, Oakland, CA 94603, USA"
342,342,"1152 87th Ave, Oakland, CA 94621, USA"
343,343,"810 81st Ave A, Oakland, CA 94621, USA"
344,344,"1152 87th Ave, Oakland, CA 94621, USA"
345,345,"1152 87th Ave, Oakland, CA 94621, USA"
346,346,"2216 82nd Ave, Oakland, CA 94605, USA"
347,347,"9222 Plymouth St, Oakland, CA 94603, USA"
348,348,"9222 Plymouth St, Oakland, CA 94603, USA"
349,349,"9222 Plymouth St, Oakland, CA 94603, USA"
350,350,"9222 Plymouth St, Oakland, CA 94603, USA"
351,351,"8624 Seneca St, Oakland, CA 94605, USA"
352,352,"9729 Hillgrade Ct, Oakland, CA 94603, USA"
353,353,"9222 Plymouth St, Oakland, CA 94603, USA"
354,354,"2216 82nd Ave, Oakland, CA 94605, USA"
355,355,"8624 Seneca St, Oakland, CA 94605, USA"
356,356,"8624 Seneca St, Oakland, CA 94605, USA"
357,357,"9201 Crest Ave, Oakland, CA 94605, USA"
358,358,"8125 Coach Dr, Oakland, CA 94605, USA"
359,359,"191 Sequoyah View Dr, Oakland, CA 94605, USA"
360,360,"320 Elysian Fields Dr, Oakland, CA 94605, USA"
361,361,"65 Tate Terrace, Oakland, CA 94605, USA"
362,362,"65 Tate Terrace, Oakland, CA 94605, USA"
363,363,"QV25+2X Oakland, CA, USA"
364,364,"QV25+2X Oakland, CA, USA"
365,365,"4303 Aberfoil Ave, Oakland, CA 94605, USA"
366,366,"4303 Aberfoil Ave, Oakland, CA 94605, USA"
367,367,"PVQC+X2 Oakland, CA, USA"
368,368,"9729 Hillgrade Ct, Oakland, CA 94603, USA"
369,369,"9777 Golf Links Rd, Oakland, CA 94605, USA"
370,370,"9777 Golf Links Rd, Oakland, CA 94605, USA"
371,371,"802 Broadmoor Blvd, San Leandro, CA 94577, USA"
372,372,"9729 Hillgrade Ct, Oakland, CA 94603, USA"
373,373,"9729 Hillgrade Ct, Oakland, CA 94603, USA"
374,374,"802 Broadmoor Blvd, San Leandro, CA 94577, USA"
375,375,"802 Broadmoor Blvd, San Leandro, CA 94577, USA"
376,376,"9729 Hillgrade Ct, Oakland, CA 94603, USA"
377,377,"9729 Hillgrade Ct, Oakland, CA 94603, USA"
378,378,"10206 Graffian St, Oakland, CA 94603, USA"
379,379,"9222 Plymouth St, Oakland, CA 94603, USA"
380,380,"1939 107th Ave, Oakland, CA 94603, USA"
381,381,"1939 107th Ave, Oakland, CA 94603, USA"
382,382,"1939 107th Ave, Oakland, CA 94603, USA"
383,383,"1939 107th Ave, Oakland, CA 94603, USA"
384,384,"1939 107th Ave, Oakland, CA 94603, USA"
385,385,"137 Carmel Ave, El Cerrito, CA 94530, USA"
386,386,"137 Carmel Ave, El Cerrito, CA 94530, USA"
387,387,"908 Carmel Ave, Albany, CA 94706, USA"
388,388,"1639 El Cerrito Plaza, El Cerrito, CA 94530, USA"
389,389,"908 Carmel Ave, Albany, CA 94706, USA"
390,390,"1006 Solano Ave, Albany, CA 94706, USA"
391,391,"1639 El Cerrito Plaza, El Cerrito, CA 94530, USA"
392,392,"1006 Solano Ave, Albany, CA 94706, USA"
393,393,"1006 Solano Ave, Albany, CA 94706, USA"
394,394,"VMRC+22 Albany, CA, USA"
395,395,"VMH5+XX Albany, CA, USA"
396,396,"908 Carmel Ave, Albany, CA 94706, USA"
397,397,"1338 Neilson St, Berkeley, CA 94702, USA"
398,398,"908 Carmel Ave, Albany, CA 94706, USA"
399,399,"908 Carmel Ave, Albany, CA 94706, USA"
400,400,"1400 McGee Ave, Berkeley, CA 94703, USA"
401,401,"908 Carmel Ave, Albany, CA 94706, USA"
402,402,"35 Alamo Ave, Berkeley, CA 94708, USA"
403,403,"710 Wildcat Canyon Rd, Berkeley, CA 94708, USA"
404,404,"35 Alamo Ave, Berkeley, CA 94708, USA"
405,405,"35 Alamo Ave, Berkeley, CA 94708, USA"
406,406,"35 Alamo Ave, Berkeley, CA 94708, USA"
407,407,"2047 Los Angeles Ave, Berkeley, CA 94707, USA"
408,408,"500 The Alameda, Berkeley, CA 94707, USA"
409,409,"500 The Alameda, Berkeley, CA 94707, USA"
410,410,"500 The Alameda, Berkeley, CA 94707, USA"
411,411,"935 Modoc St, Berkeley, CA 94707, USA"
412,412,"935 Modoc St, Berkeley, CA 94707, USA"
413,413,"935 Modoc St, Berkeley, CA 94707, USA"
414,414,"935 Modoc St, Berkeley, CA 94707, USA"
415,415,"2047 Los Angeles Ave, Berkeley, CA 94707, USA"
416,416,"2047 Los Angeles Ave, Berkeley, CA 94707, USA"
417,417,"710 Wildcat Canyon Rd, Berkeley, CA 94708, USA"
418,418,"41 Hill Rd, Berkeley, CA 94708, USA"
419,419,"1119 Cragmont Ave, Berkeley, CA 94708, USA"
420,420,"1119 Cragmont Ave, Berkeley, CA 94708, USA"
421,421,"41 Hill Rd, Berkeley, CA 94708, USA"
422,422,"41 Hill Rd, Berkeley, CA 94708, USA"
423,423,"1546 Le Roy Ave, Berkeley, CA 94708, USA"
424,424,"1546 Le Roy Ave, Berkeley, CA 94708, USA"
425,425,"2036 Vine St, Berkeley, CA 94709, USA"
426,426,"2036 Vine St, Berkeley, CA 94709, USA"
427,427,"2036 Vine St, Berkeley, CA 94709, USA"
428,428,"1400 McGee Ave, Berkeley, CA 94703, USA"
429,429,"1400 McGee Ave, Berkeley, CA 94703, USA"
430,430,"1400 McGee Ave, Berkeley, CA 94703, USA"
431,431,"1338 Neilson St, Berkeley, CA 94702, USA"
432,432,"1338 Neilson St, Berkeley, CA 94702, USA"
433,433,"1338 Neilson St, Berkeley, CA 94702, USA"
434,434,"1338 Neilson St, Berkeley, CA 94702, USA"
435,435,"901 Gilman St, Berkeley, CA 94710, USA"
436,436,"901 Gilman St, Berkeley, CA 94710, USA"
437,437,"1802 Fifth St, Berkeley, CA 94710, USA"
438,438,"Aquatic Park, 80 Bolivar Dr, Berkeley, CA 94710, USA"
439,439,"910 Folger Ave, Berkeley, CA 94710, USA"
440,440,"901 Gilman St, Berkeley, CA 94710, USA"
441,441,"1802 Fifth St, Berkeley, CA 94710, USA"
442,442,"1400 McGee Ave, Berkeley, CA 94703, USA"
443,443,"2022 California St, Berkeley, CA 94703, USA"
444,444,"2022 California St, Berkeley, CA 94703, USA"
445,445,"1970 Curtis St, Berkeley, CA 94702, USA"
446,446,"1970 Curtis St, Berkeley, CA 94702, USA"
447,447,"1400 McGee Ave, Berkeley, CA 94703, USA"
448,448,"2022 California St, Berkeley, CA 94703, USA"
449,449,"2022 California St, Berkeley, CA 94703, USA"
450,450,"2036 Vine St, Berkeley, CA 94709, USA"
451,451,"2050 Center St, Berkeley, CA 94704, USA"
452,452,"2036 Vine St, Berkeley, CA 94709, USA"
453,453,"1546 Le Roy Ave, Berkeley, CA 94708, USA"
454,454,"1546 Le Roy Ave, Berkeley, CA 94708, USA"
455,455,"1546 Le Roy Ave, Berkeley, CA 94708, USA"
456,456,"15 Canyon Rd, Berkeley, CA 94704, USA"
457,457,"15 Canyon Rd, Berkeley, CA 94704, USA"
458,458,"15 Canyon Rd, Berkeley, CA 94704, USA"
459,459,"15 Canyon Rd, Berkeley, CA 94704, USA"
